"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"08 Schwanthalerhöhe",40.9,360,880,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"09 Neuhausen - Nymphenburg",24.2,524,2162,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"10 Moosach",49.6,650,1311,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"11 Milbertshofen - Am Hart",60.3,1172,1945,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"12 Schwabing - Freimann",33,605,1832,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"13 Bogenhausen",26.5,566,2134,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"14 Berg am Laim",50.7,581,1145,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"15 Trudering - Riem",29.6,755,2549,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"16 Ramersdorf - Perlach",56.6,1871,3305,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"17 Obergiesing - Fasangarten",47.6,476,999,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"18 Untergiesing - Harlaching",26.4,317,1199,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",26.8,548,2048,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"20 Hadern",35.5,524,1474,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"21 Pasing - Obermenzing",17.4,325,1866,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"22 Aubing - Lochhausen - Langwied",37.8,463,1224,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"23 Allach - Untermenzing",18.8,171,908,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"24 Feldmoching - Hasenbergl",44.1,780,1767,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2012,"25 Laim",33.3,343,1029,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"Stadt München",35.1,12996,36993,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"01 Altstadt - Lehel",25,166,663,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"02 Ludwigsvorstadt - Isarvorstadt",26.9,299,1112,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"03 Maxvorstadt",28.7,380,1322,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"04 Schwabing - West",29.8,347,1166,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"05 Au - Haidhausen",25.1,405,1613,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"06 Sendling",34.4,310,901,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"07 Sendling - Westpark",38.9,449,1155,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"08 Schwanthalerhöhe",42.3,370,875,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"09 Neuhausen - Nymphenburg",25.1,528,2105,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"10 Moosach",46.8,599,1281,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"11 Milbertshofen - Am Hart",62.6,1192,1904,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"12 Schwabing - Freimann",34.3,589,1718,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"13 Bogenhausen",24.7,511,2068,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"14 Berg am Laim",46.8,525,1122,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"15 Trudering - Riem",27.2,686,2524,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"16 Ramersdorf - Perlach",55.9,1842,3298,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"17 Obergiesing - Fasangarten",43.1,429,995,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"18 Untergiesing - Harlaching",24.1,285,1182,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",23.6,453,1921,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"20 Hadern",34.3,499,1455,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"21 Pasing - Obermenzing",18.2,319,1757,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"22 Aubing - Lochhausen - Langwied",41.1,459,1117,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"23 Allach - Untermenzing",20.9,185,887,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"24 Feldmoching - Hasenbergl",45,791,1758,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2011,"25 Laim",34.6,378,1094,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"Stadt München",35,12452,35535,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"01 Altstadt - Lehel",24.8,161,650,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"02 Ludwigsvorstadt - Isarvorstadt",26.6,275,1033,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"03 Maxvorstadt",28.1,357,1270,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"04 Schwabing - West",29.1,328,1127,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"05 Au - Haidhausen",27.2,414,1521,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"06 Sendling",40.8,454,1113,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"07 Sendling - Westpark",39.6,422,1066,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"08 Schwanthalerhöhe",45,358,795,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"09 Neuhausen - Nymphenburg",24.1,481,1993,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"10 Moosach",46.4,570,1229,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"11 Milbertshofen - Am Hart",61.6,1163,1889,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"12 Schwabing - Freimann",32.8,545,1663,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"13 Bogenhausen",24.3,478,1971,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"14 Berg am Laim",50.6,526,1040,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"15 Trudering - Riem",25.8,623,2414,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"16 Ramersdorf - Perlach",52.3,1574,3011,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"17 Obergiesing - Fasangarten",45.2,451,998,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"18 Untergiesing - Harlaching",21.5,231,1075,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",24.5,467,1908,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"20 Hadern",34.1,484,1421,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"21 Pasing - Obermenzing",15.9,258,1618,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"22 Aubing - Lochhausen - Langwied",42.4,457,1079,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"23 Allach - Untermenzing",21.4,191,894,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"24 Feldmoching - Hasenbergl",46.1,782,1697,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2010,"25 Laim",37.9,402,1060,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"Stadt München",33.8,11593,34258,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"01 Altstadt - Lehel",23.9,143,598,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"02 Ludwigsvorstadt - Isarvorstadt",27,273,1012,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"03 Maxvorstadt",26.7,344,1287,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"04 Schwabing - West",29.6,294,993,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"05 Au - Haidhausen",27.8,422,1518,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"06 Sendling",35.3,400,1134,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"07 Sendling - Westpark",33.1,345,1043,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"08 Schwanthalerhöhe",45.9,296,645,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"09 Neuhausen - Nymphenburg",23.6,438,1859,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"10 Moosach",44.6,543,1217,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"11 Milbertshofen - Am Hart",58,1069,1844,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"12 Schwabing - Freimann",33.3,547,1643,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"13 Bogenhausen",24.3,455,1874,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"14 Berg am Laim",49,478,976,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"15 Trudering - Riem",24.4,537,2205,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"16 Ramersdorf - Perlach",50.4,1474,2926,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"17 Obergiesing - Fasangarten",43.6,452,1037,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"18 Untergiesing - Harlaching",22.7,264,1165,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",24.5,467,1903,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"20 Hadern",33.4,431,1292,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"21 Pasing - Obermenzing",17.8,289,1627,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"22 Aubing - Lochhausen - Langwied",36.3,391,1077,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"23 Allach - Untermenzing",22.5,185,822,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"24 Feldmoching - Hasenbergl",44.7,686,1535,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2009,"25 Laim",36.1,370,1026,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"Stadt München",33.7,11418,33861,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"01 Altstadt - Lehel",24.6,153,623,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"02 Ludwigsvorstadt - Isarvorstadt",29.2,292,1000,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"03 Maxvorstadt",25.8,321,1245,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"04 Schwabing - West",27,264,976,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"05 Au - Haidhausen",25.7,381,1485,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"06 Sendling",42.5,487,1146,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"07 Sendling - Westpark",33.8,346,1025,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","3 bis 7 Jahre (ohne Schulkinder)",2008,"08 Schwanthalerhöhe",47.3,314,664,"betreute Kinder (nichtdeutsche Familiensprache) (3 bis 7 Jahre)","betreute Kinder (3 bis 7 Jahre)"
