"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"15 Trudering - Riem",25.8,1193,4625,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"16 Ramersdorf - Perlach",25.2,1734,6871,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"17 Obergiesing - Fasangarten",35.7,800,2241,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"18 Untergiesing - Harlaching",18.3,421,2301,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",20.1,848,4220,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"20 Hadern",24.9,673,2703,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"21 Pasing - Obermenzing",20.7,828,3991,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"22 Aubing - Lochhausen - Langwied",21.5,497,2311,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"23 Allach - Untermenzing",22.6,373,1654,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"24 Feldmoching - Hasenbergl",26.3,883,3360,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2018,"25 Laim",21.5,462,2152,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"Stadt München",23,17388,75697,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"01 Altstadt - Lehel",12,127,1060,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"02 Ludwigsvorstadt - Isarvorstadt",21.8,514,2355,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"03 Maxvorstadt",18,502,2790,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"04 Schwabing - West",19,431,2268,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"05 Au - Haidhausen",28.4,996,3512,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"06 Sendling",23.4,417,1783,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"07 Sendling - Westpark",20.5,647,3160,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"08 Schwanthalerhöhe",20.1,328,1633,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"09 Neuhausen - Nymphenburg",25.6,1201,4693,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"10 Moosach",28.1,717,2553,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"11 Milbertshofen - Am Hart",22.9,807,3529,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"12 Schwabing - Freimann",20.6,883,4285,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"13 Bogenhausen",18,804,4462,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"14 Berg am Laim",23.2,444,1912,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"15 Trudering - Riem",26.3,1193,4543,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"16 Ramersdorf - Perlach",25.3,1698,6709,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"17 Obergiesing - Fasangarten",37,818,2209,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"18 Untergiesing - Harlaching",18.2,421,2311,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",20.3,840,4148,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"20 Hadern",24.5,649,2646,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"21 Pasing - Obermenzing",20.1,781,3876,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"22 Aubing - Lochhausen - Langwied",21.4,447,2085,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"23 Allach - Untermenzing",22.2,370,1666,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"24 Feldmoching - Hasenbergl",26.5,887,3342,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2017,"25 Laim",21.5,466,2167,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"Stadt München",22.9,16807,73470,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"01 Altstadt - Lehel",10.8,113,1044,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"02 Ludwigsvorstadt - Isarvorstadt",22.7,505,2222,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"03 Maxvorstadt",17.7,492,2777,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"04 Schwabing - West",19.3,407,2110,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"05 Au - Haidhausen",28.3,960,3398,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"06 Sendling",23.5,399,1699,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"07 Sendling - Westpark",21.4,640,2989,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"08 Schwanthalerhöhe",20.2,324,1604,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"09 Neuhausen - Nymphenburg",24.1,1107,4591,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"10 Moosach",27.3,650,2379,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"11 Milbertshofen - Am Hart",22.1,763,3445,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"12 Schwabing - Freimann",20.6,843,4090,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"13 Bogenhausen",19.8,879,4432,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"14 Berg am Laim",21.6,401,1856,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"15 Trudering - Riem",25.3,1141,4509,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"16 Ramersdorf - Perlach",25.9,1709,6595,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"17 Obergiesing - Fasangarten",39.1,807,2064,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"18 Untergiesing - Harlaching",18,396,2201,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",19,763,4016,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"20 Hadern",24.1,638,2645,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"21 Pasing - Obermenzing",19.3,736,3810,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"22 Aubing - Lochhausen - Langwied",21.4,445,2079,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"23 Allach - Untermenzing",22.6,364,1614,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"24 Feldmoching - Hasenbergl",27.1,885,3264,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2016,"25 Laim",21.6,440,2037,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"Stadt München",22.9,16358,71315,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"01 Altstadt - Lehel",10.8,113,1044,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"02 Ludwigsvorstadt - Isarvorstadt",23.8,514,2163,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"03 Maxvorstadt",17.4,476,2740,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"04 Schwabing - West",20.3,415,2043,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"05 Au - Haidhausen",27.6,914,3314,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"06 Sendling",24.5,407,1658,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"07 Sendling - Westpark",22,582,2644,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"08 Schwanthalerhöhe",20.2,324,1604,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"09 Neuhausen - Nymphenburg",25.3,1113,4407,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"10 Moosach",26.7,634,2373,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"11 Milbertshofen - Am Hart",22.7,763,3365,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"12 Schwabing - Freimann",19.9,795,3988,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"13 Bogenhausen",19.8,843,4252,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"14 Berg am Laim",20.5,368,1797,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"15 Trudering - Riem",25.4,1134,4460,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"16 Ramersdorf - Perlach",26.3,1662,6314,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"17 Obergiesing - Fasangarten",38.7,800,2067,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"18 Untergiesing - Harlaching",17.9,382,2131,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",18.2,712,3904,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"20 Hadern",24,622,2597,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"21 Pasing - Obermenzing",18.8,691,3673,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"22 Aubing - Lochhausen - Langwied",22,417,1894,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"23 Allach - Untermenzing",23.7,376,1587,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"24 Feldmoching - Hasenbergl",27.1,868,3205,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2015,"25 Laim",20.7,433,2091,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"Stadt München",22.8,15646,68679,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"01 Altstadt - Lehel",10.7,112,1044,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"02 Ludwigsvorstadt - Isarvorstadt",23,501,2174,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"03 Maxvorstadt",17.4,468,2682,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"04 Schwabing - West",18.4,357,1938,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"05 Au - Haidhausen",27,864,3197,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"06 Sendling",25.1,397,1583,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"07 Sendling - Westpark",23.4,548,2346,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"08 Schwanthalerhöhe",19.6,323,1645,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"09 Neuhausen - Nymphenburg",24.2,1022,4216,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"10 Moosach",27.2,612,2250,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"11 Milbertshofen - Am Hart",23.5,785,3338,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"12 Schwabing - Freimann",20,776,3875,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"13 Bogenhausen",20.1,802,3998,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"14 Berg am Laim",17.5,311,1778,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"15 Trudering - Riem",25.5,1094,4285,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"16 Ramersdorf - Perlach",26.9,1659,6171,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"17 Obergiesing - Fasangarten",39,723,1855,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"18 Untergiesing - Harlaching",17.6,380,2159,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",18.3,660,3601,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"20 Hadern",25.1,625,2494,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"21 Pasing - Obermenzing",17.1,576,3365,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"22 Aubing - Lochhausen - Langwied",23.3,456,1960,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"23 Allach - Untermenzing",23.2,362,1557,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"24 Feldmoching - Hasenbergl",26.5,822,3105,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2014,"25 Laim",19.9,411,2063,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"Stadt München",22.9,15157,66309,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"01 Altstadt - Lehel",10.7,115,1077,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"02 Ludwigsvorstadt - Isarvorstadt",23.3,496,2133,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"03 Maxvorstadt",17.3,442,2552,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"04 Schwabing - West",17.5,324,1856,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"05 Au - Haidhausen",27.9,871,3118,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"06 Sendling",25.7,402,1565,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"07 Sendling - Westpark",22.5,517,2296,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"08 Schwanthalerhöhe",17.7,286,1616,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"09 Neuhausen - Nymphenburg",24,973,4061,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"10 Moosach",26.4,565,2139,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"11 Milbertshofen - Am Hart",23.5,765,3260,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"12 Schwabing - Freimann",21.3,766,3602,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"13 Bogenhausen",20.3,732,3604,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"14 Berg am Laim",17.6,305,1729,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"15 Trudering - Riem",25.8,1091,4229,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"16 Ramersdorf - Perlach",27.2,1631,5997,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"17 Obergiesing - Fasangarten",38.4,698,1816,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"18 Untergiesing - Harlaching",17.2,358,2087,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",17.2,590,3437,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"20 Hadern",24.9,617,2479,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"21 Pasing - Obermenzing",17.6,583,3319,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"22 Aubing - Lochhausen - Langwied",23.7,444,1876,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"23 Allach - Untermenzing",24.1,368,1524,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"24 Feldmoching - Hasenbergl",26.6,798,3003,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2013,"25 Laim",21.7,420,1934,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"Stadt München",23,14767,64288,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"01 Altstadt - Lehel",10.8,116,1078,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"02 Ludwigsvorstadt - Isarvorstadt",22.3,497,2228,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"03 Maxvorstadt",16.8,432,2577,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"04 Schwabing - West",18.1,339,1877,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"05 Au - Haidhausen",27.4,849,3099,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"06 Sendling",26.4,438,1661,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","5 bis 13 Jahre (Schulkinder)",2012,"07 Sendling - Westpark",22.9,486,2123,"betreute Kinder (5 bis 13 Jahre)","betreute Kinder (insgesamt)"
