"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Altersgruppen","bis 2 Jahre",2010,"23 Allach - Untermenzing",15.2,219,1437,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"24 Feldmoching - Hasenbergl",12.4,338,2722,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"25 Laim",10.6,174,1641,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"Stadt München",15.3,8490,55493,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"01 Altstadt - Lehel",25.1,240,956,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"02 Ludwigsvorstadt - Isarvorstadt",25.4,502,1973,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"03 Maxvorstadt",27.8,634,2284,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"04 Schwabing - West",16.4,256,1561,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"05 Au - Haidhausen",14.7,397,2698,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"06 Sendling",12.4,216,1742,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"07 Sendling - Westpark",16,262,1635,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"08 Schwanthalerhöhe",21.2,257,1211,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"09 Neuhausen - Nymphenburg",16,499,3125,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"10 Moosach",12.8,240,1871,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"11 Milbertshofen - Am Hart",15.6,471,3025,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"12 Schwabing - Freimann",21,613,2919,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"13 Bogenhausen",11.5,320,2774,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"14 Berg am Laim",14.4,212,1468,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"15 Trudering - Riem",12,402,3359,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"16 Ramersdorf - Perlach",13.9,696,5011,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"17 Obergiesing - Fasangarten",9.1,165,1810,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"18 Untergiesing - Harlaching",13,213,1644,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",16,469,2924,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"20 Hadern",9.1,185,2028,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"21 Pasing - Obermenzing",17.8,439,2463,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"22 Aubing - Lochhausen - Langwied",10.2,159,1564,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"23 Allach - Untermenzing",15,203,1354,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"24 Feldmoching - Hasenbergl",11.5,291,2520,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2009,"25 Laim",9.5,149,1574,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"Stadt München",14.6,7867,54061,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"01 Altstadt - Lehel",20.2,187,928,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"02 Ludwigsvorstadt - Isarvorstadt",23.4,445,1898,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"03 Maxvorstadt",25,535,2142,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"04 Schwabing - West",18.1,281,1549,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"05 Au - Haidhausen",15.2,405,2659,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"06 Sendling",12,207,1726,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"07 Sendling - Westpark",12.4,187,1509,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"08 Schwanthalerhöhe",21.1,258,1220,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"09 Neuhausen - Nymphenburg",16.6,522,3154,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"10 Moosach",9.4,168,1795,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"11 Milbertshofen - Am Hart",13.8,413,2990,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"12 Schwabing - Freimann",20.3,591,2915,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"13 Bogenhausen",11.8,326,2767,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"14 Berg am Laim",10.4,151,1453,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"15 Trudering - Riem",12.5,382,3055,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"16 Ramersdorf - Perlach",13.3,659,4955,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"17 Obergiesing - Fasangarten",10.4,191,1829,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"18 Untergiesing - Harlaching",14.5,221,1525,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",16.9,491,2905,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"20 Hadern",9.8,193,1968,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"21 Pasing - Obermenzing",15.4,363,2360,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"22 Aubing - Lochhausen - Langwied",6.4,95,1487,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"23 Allach - Untermenzing",12,146,1213,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"24 Feldmoching - Hasenbergl",11.5,284,2469,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2008,"25 Laim",10.4,166,1590,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"Stadt München",13,6712,51643,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"01 Altstadt - Lehel",24,196,815,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"02 Ludwigsvorstadt - Isarvorstadt",20.4,353,1733,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"03 Maxvorstadt",19,356,1875,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"04 Schwabing - West",8.6,107,1238,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"05 Au - Haidhausen",12.9,315,2441,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"06 Sendling",13,224,1727,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"07 Sendling - Westpark",12.1,177,1462,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"08 Schwanthalerhöhe",16.3,183,1126,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"09 Neuhausen - Nymphenburg",15.8,480,3045,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"10 Moosach",9.1,171,1874,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"11 Milbertshofen - Am Hart",12.3,366,2979,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"12 Schwabing - Freimann",18.1,496,2742,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"13 Bogenhausen",9.9,277,2805,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"14 Berg am Laim",11.8,173,1462,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"15 Trudering - Riem",12.2,342,2805,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"16 Ramersdorf - Perlach",12.9,625,4854,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"17 Obergiesing - Fasangarten",8.8,158,1787,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"18 Untergiesing - Harlaching",14.9,231,1549,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",14.3,387,2704,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"20 Hadern",9.8,193,1979,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"21 Pasing - Obermenzing",14.1,308,2181,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"22 Aubing - Lochhausen - Langwied",3.9,56,1441,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"23 Allach - Untermenzing",10.6,113,1070,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"24 Feldmoching - Hasenbergl",10.7,258,2406,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2007,"25 Laim",10.8,167,1543,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"Stadt München",55.3,46606,84333,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"01 Altstadt - Lehel",61.7,605,980,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"02 Ludwigsvorstadt - Isarvorstadt",51.7,1282,2482,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"03 Maxvorstadt",58.4,1592,2727,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"04 Schwabing - West",58.5,1332,2278,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"05 Au - Haidhausen",52.6,1843,3507,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"06 Sendling",58.5,1177,2013,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"07 Sendling - Westpark",53.5,1893,3541,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"08 Schwanthalerhöhe",56.2,905,1609,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"09 Neuhausen - Nymphenburg",54.1,2626,4856,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"10 Moosach",49.1,1537,3131,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"11 Milbertshofen - Am Hart",54.6,2082,3813,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"12 Schwabing - Freimann",52.7,2766,5253,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"13 Bogenhausen",58.3,3152,5405,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"14 Berg am Laim",56.4,1274,2259,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"15 Trudering - Riem",58.3,2720,4667,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"16 Ramersdorf - Perlach",54.3,4061,7482,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"17 Obergiesing - Fasangarten",51,1252,2455,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"18 Untergiesing - Harlaching",57.2,1424,2488,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",56.4,2728,4837,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"20 Hadern",56.2,1629,2901,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"21 Pasing - Obermenzing",56.6,2529,4472,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"22 Aubing - Lochhausen - Langwied",57.3,1992,3477,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"23 Allach - Untermenzing",52.8,959,1816,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"24 Feldmoching - Hasenbergl",56.7,1947,3434,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2022,"25 Laim",53,1299,2450,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"Stadt München",56.4,46236,82038,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"01 Altstadt - Lehel",58.8,632,1074,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"02 Ludwigsvorstadt - Isarvorstadt",54.7,1331,2432,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"03 Maxvorstadt",58.6,1597,2724,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"04 Schwabing - West",59.4,1333,2245,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"05 Au - Haidhausen",52.4,1789,3412,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"06 Sendling",58.3,1111,1907,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"07 Sendling - Westpark",55.7,1955,3507,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"08 Schwanthalerhöhe",57.5,927,1613,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"09 Neuhausen - Nymphenburg",56.4,2647,4691,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"10 Moosach",50,1438,2877,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"11 Milbertshofen - Am Hart",56.6,2071,3660,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"12 Schwabing - Freimann",54.7,2818,5151,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"13 Bogenhausen",59.5,3137,5275,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"14 Berg am Laim",57.7,1271,2202,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"15 Trudering - Riem",58.1,2728,4699,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"16 Ramersdorf - Perlach",54.6,3991,7316,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"17 Obergiesing - Fasangarten",51.2,1185,2314,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"18 Untergiesing - Harlaching",58.2,1379,2368,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",58,2702,4655,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"20 Hadern",56.1,1594,2841,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"21 Pasing - Obermenzing",57.7,2509,4350,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"22 Aubing - Lochhausen - Langwied",58.5,1875,3203,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"23 Allach - Untermenzing",54,964,1786,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"24 Feldmoching - Hasenbergl",58.1,1970,3389,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2021,"25 Laim",54.6,1282,2347,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"Stadt München",56.3,45374,80555,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"01 Altstadt - Lehel",57.9,629,1086,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"02 Ludwigsvorstadt - Isarvorstadt",53.4,1291,2418,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"03 Maxvorstadt",56.9,1609,2829,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"04 Schwabing - West",59.7,1355,2270,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"05 Au - Haidhausen",52.3,1802,3448,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"06 Sendling",58.4,1133,1941,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"07 Sendling - Westpark",55.3,1882,3406,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"08 Schwanthalerhöhe",58.7,942,1605,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"09 Neuhausen - Nymphenburg",56.3,2618,4650,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"10 Moosach",49,1329,2710,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"11 Milbertshofen - Am Hart",57.6,2069,3589,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"12 Schwabing - Freimann",55.2,2811,5090,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"13 Bogenhausen",60.4,2976,4927,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"14 Berg am Laim",60.4,1273,2106,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"15 Trudering - Riem",56.4,2659,4717,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"16 Ramersdorf - Perlach",54.3,3916,7218,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"17 Obergiesing - Fasangarten",51.4,1199,2333,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"18 Untergiesing - Harlaching",57.7,1343,2327,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",58.5,2601,4446,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"20 Hadern",55.3,1582,2862,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"21 Pasing - Obermenzing",56.7,2427,4284,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2020,"22 Aubing - Lochhausen - Langwied",58.8,1731,2944,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
